UT -14 deg twilight: 2025-04-24T23:16:00.630 2025-04-25T10:06:43.946
UT middle of the night: 2025-04-25T04:41:22.288

timezone CLT: America/SantiagoCLT -14 deg twilight: 04/24/2025,   19:16:00 to 06:06:43
timezone ET: America/New_YorkET  -14 deg twilight: 04/24/2025,   19:16:00 to 06:06:43
timezone PT: America/Los_AngelesPT  -14 deg twilight: 04/24/2025,   16:16:00 to 03:06:43
CLT middle of the night: 00:41:22
ET  middle of the night: 00:41:22
PT  middle of the night: 21:41:22



#####################
### OBSPLAN:
#####################
 jsonID program  priority  order airmass sep_moon                            json_short     ra    dec                      UT   CLT    ET sep_deg  decflip t_slew[m] t_exp[m] t_tot[m]
      0     twi         0     10    1.84     76.6     SheppardTwilightApr24evening.json  71.63  -2.62 2025-04-24T22:49:18.630 18:49 18:49    0.00      0.0      0.00    26.70    26.70
     31  dwarfs         0     20    1.67    121.9                   01_gemini1_all.json 118.38  15.92 2025-04-24T23:16:00.630 19:16 19:16   49.78      0.0      1.83    55.00    56.83
     42  debass         0     30    1.33    109.3                       2025hkq_P1.json 111.28 -34.76 2025-04-25T00:12:50.137 20:12 20:12   51.12      1.0      4.87     2.25     7.12
!!! ToO 1h !!!!
     20     yse         0     40    1.26    124.8                              311.json 123.55 -17.04 2025-04-25T01:19:57.610 21:19 21:19   20.84      1.0      3.76    16.00    19.76
      2     agn         0     50    1.24    153.5                           COSMOS.json 150.00   2.20 2025-04-25T01:39:43.456 21:39 21:39   32.42      0.0      1.19    33.00    34.19
     45  debass         0     60    1.21    152.4                       2025hwq_P1.json 150.15  -6.19 2025-04-25T02:13:54.776 22:13 22:13    8.39      0.0      0.31     3.00     3.31
     43  debass         0     70    1.14    164.1                       2025hlu_P1.json 162.06  -4.56 2025-04-25T02:17:13.233 22:17 22:17   11.97      0.0      0.44     3.00     3.44
     32     eta         0     80    1.20    116.3          etale.ec0814.griz.11min.json 158.03 -60.69 2025-04-25T02:20:39.558 22:20 22:20   56.21      1.0      5.06    10.33    15.39
     33     eta         0     90    1.19    117.8          etale.ec0915.griz.11min.json 161.26 -59.68 2025-04-25T02:36:03.227 22:36 22:36    1.89      0.0      0.07    10.33    10.40
     12  desirt         0    100    1.18    163.2                     DESIRT_165_i.json 161.88  -5.99 2025-04-25T02:46:27.395 22:46 22:46   53.70      1.0      4.97    14.67    19.64
     11  desirt         0    110    1.22    163.1                     DESIRT_165_g.json 161.88  -5.99 2025-04-25T03:06:05.526 23:06 23:06    0.00      0.0      0.00    10.67    10.67
     40  debass         0    120    1.17    156.8                       2025hjz_P1.json 161.19 -15.72 2025-04-25T03:16:45.526 23:16 23:16    9.75      0.0      0.36     2.00     2.36
     46  debass         0    130    1.23    143.6                       2025hyu_P1.json 151.74 -25.52 2025-04-25T03:19:06.972 23:19 23:19   13.20      0.0      0.48     3.00     3.48
     24     yse         0    140    1.34    166.2                              525.json 186.99  11.09 2025-04-25T03:22:36.006 23:22 23:22   50.19      0.0      1.84    32.00    33.84
      4    dosc         0    150    1.17    152.0     1_OMLApex.250424_g_5-dithpos.json 166.68 -24.98 2025-04-25T03:56:26.415 23:56 23:56   41.15      0.0      1.51    12.50    14.01
      5    dosc         0    160    1.21    152.0    2_OMLApex.250424_r_10-dithpos.json 166.68 -24.98 2025-04-25T04:10:26.943 00:10 00:10    0.00      0.0      0.00    25.00    25.00
      6    dosc         0    170    1.30    152.0    3_OMLApex.250424_i_15-dithpos.json 166.68 -24.98 2025-04-25T04:35:26.943 00:35 00:35    0.00      0.0      0.00    37.50    37.50
